,topic,model_name,summ_sent,sent_label,exp,type,category
1339,Steve Jones' Views on the Rock and Roll Hall of Fame,model_C,"Steve Jones, guitarist for the Sex Pistols, stated that the Rock and Roll Hall of Fame is ""rubbish"" and that being inducted into it would mean that rock and roll is over.",no,"It is not Steve Jones who says the Hall of Fame is ""rubbish"" but Johnny Lydon.",Mis-Referencing,main
1352,Gun control debate,Model-Extra,"Connecticut police confirmed Adam Lanza fired hundreds of bullets, killing 26.",no,"It's said that the shooter fired dozens of bullets, but he had hundreds of ammunition on his person.",Reasoning Error,marginal
1355,Gun control debate,Model-Extra,Gun control debate likely to intensify.,no,There is no mention of gun control debate in the document.,Extrinsic Information,marginal
1356,Gun control debate,model_A,"Connecticut state police confirm that Adam Lanza fired hundreds of bullets at Sandy Hook Elementary School, using multiple weapons.",no,"It's said that the shooter fired dozens of bullets, but he had hundreds of ammunition on his person.",Reasoning Error,marginal
1357,Gun control debate,model_A,"The focus now turns to the issue of gun control, as the horrific crime raises concerns about posttraumatic stress disorder in both children and adults.",no,"""The focus now turns to the issue of gun control"" is not mentioned in the document.",Extrinsic Information,marginal
1359,Gun control debate,model_B,"The document discusses the gun control debate in the United States, with a focus on the Second Amendment, mental health, and background checks.",no,"There is not gun control debate in the document. The second amendment, mental health, background checks are not discussed in the document.",Extrinsic Information,marginal
1360,Gun control debate,model_B,It highlights the differing opinions among politicians and citizens on the effectiveness of gun control measures in preventing mass shootings.,no,Inaccurate description of events. The differing opinions were not highlighted.,Extrinsic Information,marginal
1361,Gun control debate,model_C,The document discusses the ongoing debate on gun control in the US following the Sandy Hook Elementary School shooting.,no,There is not gun control debate in the document.,Extrinsic Information,marginal
1362,Gun control debate,model_C,"It highlights the different opinions on the issue, including those who advocate for stricter gun laws and those who argue that gun control is not the solution to preventing such tragedies.",no,Contradicting opinions were not highlighted.,Extrinsic Information,marginal
1363,Gun control debate,model_C,The document also mentions previous attempts at gun control legislation and the challenges in implementing new laws.,no,Attempts and challenges are not mentioned in the document.,Extrinsic Information,marginal
1364,Gun control debate,model_D,"The document provides an overview of the ongoing gun control debate in the United States, with a focus on the need for stricter gun laws and measures to prevent mass shootings.",no,"Gun control debate, stricter gun control and preventing mass shooting were not addressed.",Extrinsic Information,marginal
1365,Gun control debate,model_D,"The summary highlights the importance of addressing mental health issues, improving background checks, and implementing stricter gun laws to prevent future tragedies.",no,Those measures were not addressed.,Extrinsic Information,marginal
1366,Gun control debate,model_E,"The gun control debate has been reignited following the Sandy Hook Elementary School shooting, with discussions centering on the need for stricter regulations on firearms.",no,Gun control debate and stricter gun control were not addressed.,Extrinsic Information,marginal
1367,Gun control debate,model_E,"Some argue that guns do not kill people, people do, and that the solution is not to ban guns, but to enforce existing laws and improve mental health services.",no,No statement in the sentence is discussed.,Extrinsic Information,marginal
1368,Gun control debate,model_E,Others argue that the Second Amendment should not be infringed upon and that more guns in the hands of law-abiding citizens would make society safer.,no,The statement is not discussed in the document.,Extrinsic Information,marginal
1369,Gun control debate,model_E,The debate continues with no clear resolution in sight.,no,There is no on-going gun control debate.,Extrinsic Information,marginal
1377,Interfaith vigil,model_C,The interfaith vigil was held in Connecticut to mourn the victims of the Sandy Hook elementary school shooting.,no,"In the context of the dialogue, the interfaith vigil hadn't happened yet.",Tense/Modality Error,marginal
1378,Interfaith vigil,model_C,"President Obama attended the vigil and delivered a speech, expressing his condolences to the families of the victims.",no,The speech has not happened yet according to the document.,Tense/Modality Error,marginal
1379,Interfaith vigil,model_C,"Religious leaders from various faiths also spoke at the vigil, calling for healing and unity.",no,The passage does not mention religious leaders attending and speaking at the vigil.,Extrinsic Information,marginal
1380,Interfaith vigil,model_D,"The provided document discusses an interfaith vigil held in Newtown, Connecticut, in the wake of the Sandy Hook Elementary School shooting.",no,"In the context of the dialogue, the interfaith vigil hadn't happened yet. The tense ""held"" is not appropriate.",Tense/Modality Error,marginal
1381,Interfaith vigil,model_D,The vigil was attended by President Barack Obama and included speeches and prayers from various religious leaders.,no,The document did not discuss speeches and prayers made at the interfaith vigil and the vigil is to be held.,"Tense/Modality Error, Extrinsic Information",marginal
1388,Mental health reform,Model-Extra,"PTSD symptoms in kids include regression, difficulty sleeping, and changes in play.",no,"The article mentions that PTSD symptoms in kids include regression and changes in play, but it mentions that special care should taken to make sure that children are sleeping well and that difficulty sleeping is a PTSD symptom experienced by adults.",Reasoning Error,marginal
1390,Mental health reform,model_B,"Mental health reform is a comprehensive approach to improving mental health care that focuses on access to care, quality of care, and recovery-oriented practices.",no,The text does not mention mental health reform or its approach to improving mental health care.,Extrinsic Information,marginal
1391,Mental health reform,model_B,"It aims to increase access to services, improve the quality of care, and integrate mental health care into primary care.",no,"The text does not mention increasing access to services, improving the quality of care, or integrating mental health care into primary care.",Extrinsic Information,marginal
1392,Mental health reform,model_B,"Key components include expanding access to community-based care, improving the mental health workforce, and addressing the unique needs of specific populations such as children and older adults.",no,"The text does not mention expanding access to community-based care, improving the mental health workforce, and addressing the unique needs of specific populations such as children and older adults.",Extrinsic Information,marginal
1393,Mental health reform,model_C,The CNN transcript discusses the need for mental health reform in the wake of the Sandy Hook Elementary School shooting.,no,"The text mentions the Sandy Hook Elementary School shooting, but does not mention the need for mental health reform.",Extrinsic Information,marginal
1394,Mental health reform,model_C,Experts discuss the early warning signs of mental illness and the importance of identifying and treating individuals who are at risk of committing violent acts.,no,The text does not mention what experts discussed a warning signs of mental illness or the importance of identifying and treating individuals who are at risk of committing violent acts.,Extrinsic Information,marginal
1395,Mental health reform,model_C,The need for a national database of those who have been involuntarily committed is also discussed.,no,The text does not mentions a national database that includes those who have been involuntarily committed.,Extrinsic Information,marginal
1396,Mental health reform,model_D,"The document discusses the need for mental health reform in the United States, including increasing funding for mental health services, expanding access to care, and addressing the stigma surrounding mental illness.",no,The text does not mention the need mental health reform in the United States or ways to increase funding or access to mental health services and address the stigma surrounding mental illness.,Extrinsic Information,marginal
1397,Mental health reform,model_E,"The document discusses the need for mental health reform to address the stigma surrounding mental illness, increase access to care, and improve the quality of mental health services.",no,"The text does not discuss the need for mental health reform, including addressing the stigma surrounding mental illness, increasing access to care, and improving the quality of mental health services.",Extrinsic Information,marginal
1398,Mental health reform,model_E,"It emphasizes the importance of early intervention, integration of mental health into primary care, and addressing the shortage of mental health professionals.",no,"The text does not discuss early intervention, the integration of mental health into primary care, or addressing the shortage of mental health professionals.",Extrinsic Information,marginal
1399,Mental health reform,model_E,The document also highlights the role of technology in improving access to care and reducing the cost of services.,no,The text does not mention the role of technology in improving access to care and reducing the cost of mental health services.,Extrinsic Information,marginal
1400,Anti-Semitic incidents in schools,Model-Extra,"According to the Anti-Defamation League, anti-Semitic incidents rose 60% in 2017.",no,"It should be ""nearly 60%"" but not ""60%.""",Nuanced Meaning Shift,main
1404,Anti-Semitic incidents in schools,model_A,"These incidents include hate speech, vandalism, and bullying.",no,"There is no mention of ""bullying"" in the source document.",Extrinsic Information,main
1409,Anti-Semitic incidents in schools,model_C,"K-12 classrooms were the most common location for these incidents, which included graffiti, verbal and physical assaults, and online harassment.",no,"1. There is no evidence that K-12 classrooms classrooms were the most common location for these incidents.
2. ""Physical assaults"" were not explicitly mentioned in the source document.",Extrinsic Information,main
1428,Normalization of hate speech and anti-Semitism,model_E,"The shooting of George Soros, a Jewish billionaire, by a pipe bomb is an example of how this normalization of hate has played out in the offline and online spaces.",no,George Soros was not shot. The bomb was simply delivered to George Soros.,Nuanced Meaning Shift,main
1429,Rise of extremism and anti-Semitism,model_A,"Anti-Semitic incidents have risen in recent years, with a 60% increase in 2017 compared to the previous year, according to George Selim, senior vice president for programs with the Anti-Defamation League.",no,"It should be ""nearly 60%"" but not ""60%.""",Nuanced Meaning Shift,main
1432,Rise of extremism and anti-Semitism,model_B,He cites a 60% increase in anti-Semitic incidents in 2017 and a 90% increase in K-12 classrooms.,no,"It should be ""nearly 60%"" but not ""60%.""",Nuanced Meaning Shift,main
1434,Rise of extremism and anti-Semitism,Model-Extra,The ADL senior VP says anti-Semitic incidents rose 60% in 2017.,no,"It should be ""nearly 60%"" but not ""60%.""",Nuanced Meaning Shift,main
1472,Symptoms of Pancreatic Cancer,model_B,The average survival rate is only three percent.,no,This sentence is not accurate unless it is conditioned on the scenario where people have been diagnosed with the pancreatic cancer in stage IV for five years.,Reasoning Error,main
1491,Treatment Options for Pancreatic Cancer,model_B,"Pancreatic cancer treatment options include chemotherapy, surgery, and radiation.",no,There is no mention of radiation.,Extrinsic Information,main
1493,Treatment Options for Pancreatic Cancer,model_B,"Chemotherapy is the most common treatment, but surgery and radiation may be used as well.",no,There is no mention of radiation.,Extrinsic Information,main
1497,Treatment Options for Pancreatic Cancer,Model-Extra,The pancreas location and lack of capsule allow quick spread.,no,In the text the pancreas location is not necessarily linked to the rate of spreading: it is more related to the incurability.,Reasoning Error,main
1518,40 years on air,model_D,"Neal Boortz, a conservative radio talk show host, announced his retirement after 40 years on the air.",no,"It should be ""after more than 40 years"", instead of ""after 40 years"".",Nuanced Meaning Shift,main
1520,40 years on air,model_E,"Neal Boortz, a conservative talk radio host, announced his retirement after 40 years on the air due to restrictions from his syndication company.",no,"It should be ""after more than 40 years"", instead of ""after 40 years"".",Nuanced Meaning Shift,main
1533,Conservative talk radio host,model_D,"He is known for his independent and libertarian views, and has urged his listeners to focus on economic issues rather than social ones.",no,Urging his listeners to focus on economic issues cannot be verified.,Extrinsic Information,main
1538,Neal Boortz retirement,model_A,"He will be replaced by Herman Cain on January 21, 2013, inauguration day.",no,The year 2013 can't be inferred from the text.,Extrinsic Information,main
1553,Neal Boortz retirement,model_D,"His last show will be on January 17th, and Herman Cain will take over his morning slot on the WSB Radio in Atlanta.",no,January 17th is a date not recorded anywhere in the dialogue.,Extrinsic Information,main
1578,Decline of American automobile industry,Model-Extra,"GM lost $10B in 2005, continues losing market share.",no,"It's not ""$10B"" but ""$10.6B""",Nuanced Meaning Shift,main
1585,Decline of American automobile industry,model_B,"General Motors, Ford, and Daimler Chrysler are planning to eliminate a combined total of 300,000 jobs by 2008 due to declining market share and losses.",no,"30,000 + 30,000 + 40,000 = 100,000 jobs, not 300,000 jobs.",Reasoning Error,main
1588,Decline of American automobile industry,model_C,The American automobile industry is experiencing a decline due to increased foreign competition and decreased market share.,no,"There is no explicit mention of ""increased foreign competition"".",Extrinsic Information,main
1590,Decline of American automobile industry,model_C,The decline of the industry has led to a loss of jobs and a decrease in consumer confidence.,no,"There is no explicit mention of ""a decrease in consumer confidence"".",Extrinsic Information,main
1600,IRS proposal to sell tax return information,model_A,"Consumers could unwittingly sign away their privacy, and many people believe that this is an Orwellian proposal that only serves to protect the privacy of tax information, rather than individual privacy.",no,"1. The claim ""many people believe that this is an Orwellian proposal that only serves to protect the privacy of tax information, rather than individual privacy"" is not accurate. It is the host (Dobbs) that uses term ""Orwellian"" to describe the proposal, not ""many people"".
2. ""proposal that only serves to protect the privacy of tax information, rather than individual privacy"" is also not factual as per source the it is not ""many people"" that believe this, but rather the IRS claiming that ""we would be sharing our personal tax information to protect the privacy of our tax information"".",Mis-Referencing,main
1620,Margot Kidder's cause of death,model_C,"Margot Kidder's cause of death has not yet been determined, but it is believed to be a self-inflicted drug and alcohol overdose.",no,The text does not say anything about a self-inflicted drug and alcohol overdose,Extrinsic Information,marginal
1621,Margot Kidder's cause of death,model_C,"She was found by a friend in her home in Montana on May 13, 2018.",no,The date is not specified in the text,Extrinsic Information,marginal
1626,Margot Kidder's cause of death,model_E,"Margot Kidder, the actress known for her role as Lois Lane in the ""Superman"" films, died on May 13, 2018, due to a drug overdose, according to her daughter, Maggie McGuane.",no,Nothing about the date or drugs and alcohol in the text.,Extrinsic Information,marginal
1627,Margot Kidder's cause of death,model_E,Kidder had a history of mental health issues and had been struggling with depression and bipolar disorder.,no,The text does not say Kidder had any mental health issues,Contradiction,marginal
1638,Palestinian reaction to U.S. embassy move,Model-Extra,Palestinians see the move as surrendering to extremism and religious prophecy.,no,"In the source document, there is no explicit mention of the phrase ""religious prophecy"", which is different from ""religious implications.""",Nuanced Meaning Shift,main
1645,Trump administration's peace plan,Model-Extra,The Palestinian ambassador criticized the Trump administration's peace plan and decision to move the U.S. embassy to Jerusalem.,no,The ambassador is not criticizing the peace plan specifically as it has not been released and no one is aware of its details.,Extrinsic Information,main
1646,Trump administration's peace plan,Model-Extra,He said the U.S. gave up its role as mediator and encouraged extremism.,no,"The ambassador did not say that the U.S. ""encouraged extremism"", he did state that the U.S. ""gave in for the voices of extremism"", which is not the same.",Nuanced Meaning Shift,main
1648,Trump administration's peace plan,model_A,"The Trump administration has released a peace plan for Israel and Palestine, which includes a two-state solution with Israel alongside a new state of Palestine.",no,"1. ""has released"" is not accurate description of the event, as the plan has not been released according to the source document.
2. The claim that the plan includes ""a two-state solution with Israel alongside a new state of Palestine"" is not accurate as it is not a certain fact and it is assumption by the host.",Tense/Modality Error,main
1649,Trump administration's peace plan,model_A,The plan has been met with criticism from both sides.,no,"This statement is not accurate as the plan has not been released, thus could not have been criticized. There is a lot of criticism of the transfer of the U.S. Embassy to Jerusalem, but not the peace plan.",Reasoning Error,main
1653,Trump administration's peace plan,model_C,"The plan is expected to include proposals for a two-state solution and address the issues of borders, security, and refugees.",no,"The fact that the peace plan will included the proposal on ""refugees"" is not grounded in the source. ""Refugees"" are mentioned in the opposite context of ""they wanted to remove the administration off the table that services the refugees""",Reasoning Error,main
1657,Trump administration's peace plan,model_E,"It only notes that the administration has said it is about to release a plan, but the Palestinian ambassador to the US does not believe they are serious about it.",no,"The claim that ambassador to the US ""does not believe they (US) are serious about it (plan)"" is not grounded in the source. The ambassador criticizes the administrations inaction in relevance to the murder of Palestinian protestors, but he also states ""we would be fine if the U.S. has -- when there are two embassies after reaching a peace agreement"".",Extrinsic Information,main
1658,Comprehensive immigration reform,model_A,Comprehensive immigration reform refers to a set of policies that aim to address the complex issues surrounding illegal immigration.,no,"While a definition of some kind can be inferred from the document, the one specific wording does not come from the document and cannot be inferred from its contents.",Extrinsic Information,marginal
1660,Comprehensive immigration reform,model_A,The goal is to create a more fair and efficient system that addresses the needs of both the United States and immigrants.,no,"While specific goals of comprehensive immigration reform are mentioned, as it appears in the sentence, the goal is too broadly written and overarching to have been sourced from the document.",Nuanced Meaning Shift,marginal
1668,Comprehensive immigration reform,model_D,The move reflects a backlash against government resources going to illegal immigration.,no,"The document says the backlash is against resources going to more than 50,000 unaccompanied minors who crossed the border in recent months, not undocumented/illegal immigrants, which is a larger group. Additionally, though it could be assumed that most (if not all) of the 50,000 minors are undocumented, there is nothing in the document to suggest that ALL of them are, so in this context, illegal immigration cannot be used synonymously to refer to the 50,000 unaccompanied minors.",Nuanced Meaning Shift,marginal
1671,Comprehensive immigration reform,Model-Extra,"He says reform should accelerate legal status for some, secure borders, and fund housing.",no,"The sentence is overly broad. The document says a path to citizenship should be accelerated; citizenship and legal status are not synonymous. Garcetti is also specific to whom he's referring when he says reform should accelerate this while the sentence's use of ""some"" includes a wider (but undefined) subset of people. The housing portion of this sentence is misleading because in the document, it's not discussed in the same context as the immigration debate (besides critiques from homeless charities).","Nuanced Meaning Shift, Reasoning Error",marginal
1673,Comprehensive immigration reform,model_E,The document discusses the backlash against illegal immigration and the strain on local budgets.,no,"The document says the backlash is against resources going to more than 50,000 unaccompanied minors who crossed the border in recent months, not undocumented/illegal immigrants, which is a larger group. in general. Additionally, though it could be assumed that most (if not all) of the 50,000 minors are undocumented, there is nothing in the document to suggest that ALL of them are, so in this context, illegal immigration cannot be used synonymously to refer to the 50,000 unaccompanied minors.",Nuanced Meaning Shift,marginal
1692,Housing of unaccompanied minors,model_C,The decision comes as a response to the backlash against government resources going to the minors.,no,"The decision did not come about from the backlash, the demonstration did.",Reasoning Error,main
1702,Immigration protests,model_B,He acknowledges that this may strain city resources but believes it is necessary in a humanitarian crisis.,no,Garcetti does not explicitly acknowledge that housing these unaccompanied minors will put a strain on Los Angeles' resources.,Extrinsic Information,main
1716,Russia Bears in the Mall,model_A,A 2-3 year old bear went on a shopping spree in a Russian mall and was later shot by authorities.,no,The bear was running through the mall. It is impossible for a bear to go on a shopping spree as bears do not shop.,Extrinsic Information,main
1718,Russia Bears in the Mall,model_A,The bear was not injured during the shooting.,no,"Based on the context provided by the speakers in the document, is is highly likely the bear was either injured or killed.",Contradiction,main
1721,Russia Bears in the Mall,model_B,The incident sparked outrage on social media.,no,This can neither be traced back to nor inferred from the source.,Extrinsic Information,main
1730,Russia Bears in the Mall,model_E,"Rolonda shared news of a bear running through malls in Russia, causing mischief and even being shot.",no,"Gonzaga shared the news that a bear running through malls in Russia, not Rolonda.",Mis-Referencing,main
1745,Spice Drug-Related Damage,model_D,The eyewitnesses said she was taken into custody and transported to the hospital for extreme detox.,no,"The document does not mention that 'eyewitnesses' reported that she was taken to a hospital. The source of this information is misrepresented by the summary because the document does not give the source of the information, but merely states this as what happened.",Mis-Referencing,main
1771,Argentina's World Cup performance,model_C,"Argentina lost to Croatia 3-0 in their World Cup match on June 21, 2018, making it difficult for them to advance out of their group.",no,The text does not explicitly mention the date when the match that Argentina lost to Croatia 3-0 took place.,Extrinsic Information,marginal
1776,Argentina's World Cup performance,Model-Extra,"Despite star Lionel Messi, Argentina has struggled.",no,The text does not mention Lionel Messi or the impact he had or didn't have on the Argentinian team's World Cup performance.,Extrinsic Information,marginal
1777,Argentina's World Cup performance,Model-Extra,They must win final group game and hope other results go their way.,no,"The text mentions that their most recent loss to Croatia ""would make it extremely difficult for Argentina to advance out of their group"", but there is no mention of a final group game or their hopes for a better result.",Extrinsic Information,marginal
1778,Argentina's World Cup performance,Model-Extra,"Argentina's poor performance is a surprise, given their 2nd place FIFA ranking.",no,"The text does not characterize Argentina's performance as ""poor"" and does not mention their 2nc place FIFA ranking.",Extrinsic Information,marginal
1782,Russian football team's success,model_B,"Russia's national football team is having a successful run at the World Cup, winning their games against Saudi Arabia and Egypt and defeating Croatia in their third match.",no,"There is nothing about Egypt or Saudi Arabia in the text, and Croatia is mentioned in terms of their match against Argentina, not Russia.","Extrinsic Information, Mis-Referencing",main
1784,Russian football team's success,model_C,Russian football team's success at the World Cup has surprised experts with their win against Croatia.,no,"It was Argentina v. Croatia, not Russia v. Croatia.",Reasoning Error,main
1787,Russian football team's success,model_D,They credit their success to home field advantage and overwhelming support from fans.,no,"Support from fans and home field advantage 'helped elevate the team's performance,' but there were many other factors as well, e.g. studying the opposing teams really well, and as such, the statement is inaccurate.",Reasoning Error,main
1798,Selfie culture and history,Model-Extra,A CNN team and a cat named Manny shared selfies.,no,"The text indicates that the CNN colleagues ""all having bad hair days"" and so the only selfies that were shared were of a cat named Manny.",Mis-Referencing,marginal
1809,Selfie culture and history,model_E,"While some people criticize selfie culture, others see it as a way to express themselves and capture memorable moments.",no,The text does not include criticisms about selfie culture or that some see it as a way to express themselves and capture memorable moments.,Extrinsic Information,marginal
1810,Selfie culture and history,model_E,"Celebrities, politicians, and even animals have taken selfies that have gone viral.",no,"The text mentions a politician and animal who took selfies, but does not mention celebrities or that selfies have gone viral.",Extrinsic Information,marginal
1811,Selfie culture and history,model_E,"Selfies have even been used for political purposes, such as during the 2016 U.S. presidential election.",no,The text does not mention that selfies have been used for political purposes or the 2016 U.S. presidential election.,Extrinsic Information,marginal
1812,Selfie culture and history,model_E,"Despite criticism, selfie culture is here to stay and will continue to evolve.",no,The text does not include information about selfie culture or its projected evolution.,Extrinsic Information,marginal
1819,Activities of Quds Force,model_C,"They are responsible for conducting social capital experiments and buying support in Iraq, and are believed to have training and operations in Lebanon and Saudi Arabia.",no,"The statement ""believed to have training and operations in Lebanon and Saudi Arabia"" is generalizing the information to the extent that makes it fallacious. The only thing that is mentioned about Saudi Arabia presence is that they are placed in some of the Shiite communities.",Reasoning Error,main
1820,Activities of Quds Force,model_C,"They report to the Supreme Leader Ayatollah Khamenei, but the decision-making process in Iran is consensus-based and dysfunctional.",no,"The source document specifies that ""Quds Forces ultimately do not report to Supreme Leader Ayatollah Khamenei"", so the statement in the sentence is inaccurate.",Contradiction,main
1828,Activities of Quds Force,Model-Extra,"They are active in Iraq, Lebanon, and possibly Saudi Arabia, training militias and manipulating local populations to expand Iran's influence.",no,"Quds Forces ""training militias"" is not mentioned as a fact in the source document. What is described is that they collaborating with local Shiite Saudi population, and there were accusations that they trained Hezbollah (but this is not a fact).",Stating Opinion as Fact,main
1830,Activities of Quds Force,model_E,"They operate not only in Iraq, but also in Lebanon and other Shiite communities in the Persian Gulf, potentially posing a threat to countries like Saudi Arabia.",no,"the statement that ""they operate in other Shiite communities in the Persian Gulf"" is not entirely accurate as in the source document this is expressed in a speculative manner, not as a fact ""there is a concern that Iran has these Quds Forces and Revolutionary Guards well placed in some of the Shiite communities throughout the Persian Gulf"".",Stating Opinion as Fact,main
1832,Control and decision-making in Tehran,model_A,"The Quds Forces are a branch of the Revolutionary Guards and ultimately report to the Supreme Leader Ayatollah Khamenei, but decisions are made through a consensus-building process.",no,"The claim that ""Quds Force ultimately report to the Supreme Leader"" is inaccurate. Source document claims quite the opposite ""Quds Forces ultimately do not report to Supreme Leader Ayatollah Khamenei""",Contradiction,main
1835,Control and decision-making in Tehran,model_B,"The Iranian regime is dysfunctional, with different institutions vying for power and control.",no,"It is not mentioned in the source document that different institution in Iran are ""vying for power and control"". The source document only says that ""It's not a dictatorship like Saddam Hussein's Iraq was, where you have one person who's ruling by decree.""",Reasoning Error,main
1836,Control and decision-making in Tehran,model_B,"The Quds Force operates under the Revolutionary Guards and reports to Supreme Leader Ayatollah Khamenei, but decisions are made through a consensus-building process.",no,"This statement ""Quds Force reports to Supreme Leader Ayatollah Khamenei"" is not factually accurate. Per source document, ""Quds Forces ultimately do not report to Supreme Leader """,Contradiction,main
1838,Control and decision-making in Tehran,model_C,"The Iranian regime is dysfunctional, with the Supreme Leader Ayatollah Khamenei having constitutional jurisdiction over the Revolutionary Guards, including the Quds Force.",no,"The last bit ""including the Quds Force"" is not accurate as according to the source document ""Quds Forces ultimately do not report to Supreme Leader Ayatollah Khamenei""",Contradiction,main
1843,Control and decision-making in Tehran,model_D,The Quds Force has been accused of training Hezbollah in Lebanon and collaborating with Shiite populations in other countries.,no,"Per source document the Quds Force had not been ""accused"" of ""collaborating with Shiite populations"". In fact, Iran has Quds Forces placed in some of the Shiite communities.",Nuanced Meaning Shift,main
1845,Control and decision-making in Tehran,model_E,"While they technically report to the Supreme Leader, decision-making in Tehran is a consensus-building process, leading to some dysfunctionality in the regime.",no,"The claim that ""Quds Force report to the Supreme Leader"" is inaccurate. Per source document ""Quds Forces ultimately do not report to Supreme Leader Ayatollah Khamenei""",Contradiction,main
1846,Control and decision-making in Tehran,Model-Extra,"While Iran's Supreme Leader oversees the Quds Force, Iran's regime is dysfunctional with fragmented decision making.",no,"Per source document Iran's Supreme Leader does not oversee Quds Force directly, but he is charge of Revolutionary Guards.",Nuanced Meaning Shift,main
1847,Control and decision-making in Tehran,Model-Extra,"Different institutions act independently, and consensus building is required.",no,"The source document does not specifically mention that different institutions act independently, it does mention that ""there's an element of dysfunctionality that different institutions of the regime are conducting""",Reasoning Error,main
1852,Influence of Iran in Iraq,model_A,The Quds Forces operate in Lebanon as well and have a presence in Saudi Arabia's Shiite majority eastern province.,no,"In the source document ""have a presence in Saudi Arabia's Shiite majority eastern province."" is not stated as a fact, but as an existing ""concern"".",Stating Opinion as Fact,main
1859,Influence of Iran in Iraq,model_C,They also have a presence in Lebanon and other Shiite communities in the Persian Gulf.,no,"The source document does not state definitively that Quds Force has presence in other Shiite communities in the Persian Gulf, it is expressed as a ""concern"" that Iran has these Quds Forces and Revolutionary Guards well placed in some of the Shiite communities throughout the Persian Gulf.",Stating Opinion as Fact,main
1861,Influence of Iran in Iraq,model_D,"The Quds Forces report to the Supreme Leader Ayatollah Khamenei, but decision-making is a consensus-building process in Iran.",no,"The claim that ""The Quds Forces report to the Supreme Leader Ayatollah Khamenei"" is not supported in the source document per this quote ""the Quds Forces ultimately do not report to Supreme Leader Ayatollah Khamenei"".",Contradiction,main
1871,Influence of Iran in Iraq,model_E,"The Quds Force reports to the Supreme Leader of Iran, but the decision-making process in Iran is dysfunctional and different institutions may act independently.",no,"1. The claim that ""The Quds Forces report to the Supreme Leader Ayatollah Khamenei"" is not supported in the source document per this quote ""the Quds Forces ultimately do not report to Supreme Leader Ayatollah Khamenei"".
2. The source document does not specifically mention that different institutions act independently, it does mention that ""there's an element of dysfunctionality that different institutions of the regime are conducting""","Contradiction, Reasoning Error",main
1873,Bush vs. Clinton Comparisons,model_A,"A California judge has issued a temporary injunction against the state's high school exit exam, which critics say is too difficult for some students to pass.",no,"The claim that critics say that the exam was ""too difficult for some students to pass"" is not grounded in the source document and in fact contradicts the statement that the student were ""tested only on eighth grade math comprehension, ninth and 10th grade level English""",Contradiction,marginal
1874,Bush vs. Clinton Comparisons,model_A,"The test, which was only based on eighth-grade math and ninth- and 10th-grade level English, has caused controversy since its implementation in 2005.",no,The source document does not mention the year the test was implemented or the fact that it caused controversy since then.,Extrinsic Information,marginal
1875,Bush vs. Clinton Comparisons,model_A,"In response to a lawsuit by 10 students who failed the exam, a judge has allowed thousands of students who did not pass to potentially graduate.",no,"1. The lawsuit was not originated by 10 students who did not pass the exam as implied in the sentence, per source document the law suit was started by unidentified number of ""students"" and ""10 of them, who failed the exam"" (this implied there were more than 10 student in total).
2. Wrong use of tense ""has allowed"" distorts the fact mentioned in the passage - per source document the ruling ""could allow"" student to graduate, so this the ruling has not happened yet and whether the students will be allowed to graduate is not certain.","Nuanced Meaning Shift, Tense/Modality Error",marginal
1876,Bush vs. Clinton Comparisons,model_B,Bush and Clinton compared: poll numbers show Bush's approval rating lower than Clinton's at the same point in their presidencies.,no,"While it is mentioned in the source documents that the hosts of the show have ""poll numbers"" on how the current president Bush compares to the previous one Clinton, it is not mentioned what the poll results show, so the claim that "" Bush's approval rating lower than Clinton's"" is not supported.",Extrinsic Information,marginal
1877,Bush vs. Clinton Comparisons,model_B,"(Source: CNN)
What is your opinion on the comparisons between Bush and Clinton?",no,"The entire sentence is not grounded in the source document. There is no discussion of this topic in the document, just a mention that it will be covered.",Extrinsic Information,marginal
1878,Bush vs. Clinton Comparisons,model_C,"President Bush and President Clinton are being compared in a new poll, which shows that Bush's job approval rating has dropped to 38%, while Clinton's rating is at 65%.",no,"This information ""Bush's job approval rating has dropped to 38%, while Clinton's rating is at 65%"" is not grounded in the source document. Only the fact the new poll data is available and will be discussed later in the show is mentioned.",Extrinsic Information,marginal
1879,Bush vs. Clinton Comparisons,model_C,"The poll also found that Clinton is more popular than Bush on several key issues, including health care and the economy.",no,"There is no information in the source document to support the claim ""Clinton is more popular than Bush on several key issues, including health care and the economy"". It is only mentioned that the poll results will be discussed later in the program.",Extrinsic Information,marginal
1880,Bush vs. Clinton Comparisons,model_D,The document discusses a poll on how President Bush compares to former President Clinton.,no,"There is no actual ""discussion"" in the document of Bush vs Clinton comparison poll. The discussion is said to come in a later segment.",Extrinsic Information,marginal
1881,Bush vs. Clinton Comparisons,model_D,"The poll results show that more Americans believe Bush has done a better job in the war on terror, while Clinton is viewed as better on the economy and health care.",no,"The sentence contain information that is not found in the source document ""more Americans believe Bush has done a better job in the war on terror, while Clinton is viewed as better on the economy and health care""",Extrinsic Information,marginal
1882,Bush vs. Clinton Comparisons,model_E,"The document mentioned a segment on ""Bush vs. Clinton"" in which they compared the current president with the previous one.",no,"Wrong tense used to describe an event: the segment in which ""they compared"" should be coming up in the show, which suggest that the comparison will take place (future tense).",Tense/Modality Error,marginal
